Soil Moisture (%),Temperature (°C),Humidity (%),Rainfall (mm),Wind Speed (km/h),Solar Radiation (W/m²),Evapotranspiration (mm/day),Soil Type,Crop Type,Growth Stage,Root Depth (cm),Previous Irrigation (days),Irrigation Needed
5.177155435,21.84066666,47.53309383,21.96053006,1.720643141,882.5803046,4.022604137,Silt,Tomato,Fruiting,60.28564992,3,0
10.6282818,39.9281125,84.6462097,30.52733775,1.14053828,262.5917872,0.512242964,Loamy,Tomato,Flowering,66.24480476,9,0
24.20568263,25.65453256,75.23771422,8.018270306,2.109668549,952.9175594,4.965154222,Loamy,Maize,Vegetative,18.69298142,7,0
29.21633192,26.28467561,78.29440661,33.68227087,11.71175368,296.8945376,1.233184911,Loamy,Maize,Flowering,95.65889645,3,0
27.81864408,19.09059553,31.08039334,8.962662787,10.88689775,393.5984563,4.009703267,Sandy,Maize,Germination,81.16957574,9,0
12.84942583,34.87023872,87.76862142,34.69747953,4.674815841,780.5730107,3.50709788,Clay,Wheat,Vegetative,43.65350827,9,0
29.92627275,32.34205564,73.60025952,11.47990804,12.75548284,454.3796274,7.728400834,Sandy,Tomato,Fruiting,60.65313499,6,0
13.30371806,20.51924032,48.28506572,5.877565008,16.40135004,647.3902391,8.031705116,Sandy,Rice,Flowering,14.25920771,4,1
16.38898944,17.05952614,79.76367989,8.264224507,0.831579197,500.116151,1.534128824,Silt,Rice,Flowering,13.71050326,8,1
31.12719918,32.01248255,46.8912719,0.099606761,9.962598871,768.1329434,3.665511874,Clay,Tomato,Fruiting,32.57185016,3,0
27.73715147,31.36278036,82.36523037,35.93698089,13.78620824,305.4981271,3.73353161,Loamy,Tomato,Flowering,72.07314781,2,0
34.72281937,21.83148817,36.75482342,36.62005245,5.046238541,152.6121885,1.514104439,Silt,Tomato,Germination,86.6932973,1,0
28.01645123,38.77158906,72.22115865,25.7466675,6.155418106,369.9364577,7.984535051,Sandy,Tomato,Fruiting,60.3267292,0,0
24.89080112,18.77644729,62.4419086,8.068140053,12.27275806,526.8777984,7.072283283,Clay,Wheat,Flowering,57.89194656,5,0
8.278616874,25.80837003,35.79206821,4.177716876,17.95870587,251.218047,1.903817863,Loamy,Rice,Fruiting,46.20785804,9,1
17.87005311,38.590398,44.5136297,0.956448322,16.19848841,419.3175607,3.667219086,Loamy,Soybean,Vegetative,24.54381604,1,1
14.28208287,25.49318292,30.74424218,8.287408848,11.66260438,459.9847165,1.058050249,Sandy,Rice,Fruiting,20.65186912,7,1
13.53963752,30.96314869,58.12607793,44.54277675,14.60443436,151.6526593,6.282065971,Loamy,Rice,Flowering,78.46117851,5,0
39.05536942,24.93985995,48.07591565,12.07684209,7.296449404,624.9765234,1.213719245,Loamy,Maize,Germination,93.47531962,4,0
18.75842036,21.85538006,65.90144906,17.71356636,12.81931056,895.9090852,9.859341686,Clay,Tomato,Fruiting,51.24548947,1,0
36.22162943,39.5994412,47.83426846,5.267274224,9.323631823,236.5686217,7.806820747,Silt,Tomato,Fruiting,69.35010928,6,0
27.08985191,25.23335016,47.99514669,11.11806524,3.798722729,638.0272121,3.902385496,Clay,Tomato,Flowering,92.30118858,1,0
32.81839562,37.35248009,74.59159192,25.96122854,14.03476548,698.2652844,5.785639323,Silt,Maize,Germination,18.11022696,4,0
22.59229826,20.74886515,32.88857016,30.38763415,11.12929275,477.4012124,9.113418162,Silt,Wheat,Germination,79.34333078,1,0
25.19163596,20.3276176,84.17369971,12.26761571,7.172431639,730.9878286,5.540992804,Silt,Wheat,Vegetative,65.51351959,9,0
22.23811928,15.77835207,81.13583246,2.886607961,18.2267838,469.6583891,1.744984864,Loamy,Soybean,Vegetative,63.87734609,1,0
11.83350457,31.29167063,70.06828099,19.55164346,0.418682357,554.1735592,3.787033556,Clay,Wheat,Flowering,36.32863856,6,0
30.28582403,24.21315859,65.59329421,11.71016855,6.315463025,106.6177401,8.43144865,Loamy,Wheat,Germination,71.55040193,8,0
14.82703269,36.60895625,83.53814989,10.97769616,1.137627956,722.5481027,6.44213016,Sandy,Tomato,Germination,81.53179793,4,0
5.851058825,26.83024767,41.11981077,47.99314014,15.33054632,695.2084111,6.507243843,Clay,Rice,Vegetative,20.15723484,6,0
27.59153036,39.2048357,34.73814973,30.8150243,14.04214908,134.5607896,8.668214857,Silt,Wheat,Vegetative,58.01692879,3,0
11.19887378,19.63813789,44.37061019,27.84392216,6.627044375,431.4250967,8.939730575,Loamy,Wheat,Flowering,19.11386629,1,0
37.91605045,36.7155792,77.67469672,20.78875518,13.51325804,981.1286567,9.197925718,Loamy,Maize,Germination,88.53166174,2,0
38.3875002,34.41492132,32.080216,21.44721667,7.918744524,478.6629063,0.948491933,Clay,Soybean,Fruiting,55.68730504,1,0
37.02025366,34.27304612,64.96841011,27.04525019,15.12507583,551.7508646,5.44126002,Clay,Maize,Vegetative,82.71691203,4,0
17.95555451,36.1195807,89.72625097,34.82149035,9.083673255,918.9371423,7.405095212,Silt,Tomato,Flowering,43.12770739,5,0
5.540981579,34.02559977,81.34176563,35.10730481,8.245594557,745.5356883,7.569268451,Silt,Rice,Germination,21.25704041,6,0
37.49114969,30.65550804,61.28674134,8.584695385,18.69459831,623.863118,6.06716202,Sandy,Soybean,Germination,13.73493739,2,0
19.98644519,18.28112194,33.81845456,25.0056376,5.017581998,818.0242132,1.667873352,Silt,Maize,Vegetative,35.33586587,3,0
38.83291867,15.81315449,79.88241086,20.59790475,2.4089468,877.9296398,7.974205539,Loamy,Wheat,Flowering,31.98103303,7,0
38.7266992,38.0211962,65.93871049,43.52634831,11.69086227,511.1992646,7.201113335,Sandy,Wheat,Fruiting,60.43167766,3,0
34.85533094,30.41625786,36.89597982,31.57094606,19.38643625,527.5975284,0.861357715,Sandy,Soybean,Vegetative,11.95649543,6,0
15.30571122,34.91343227,35.63143709,26.62520332,7.556784275,447.4458421,4.638098247,Sandy,Wheat,Flowering,56.85134899,5,0
18.4784205,27.03805879,84.57760917,5.769732109,1.240735273,970.035526,1.739773995,Clay,Maize,Germination,45.25945678,6,1
34.7897835,17.93270472,70.15201578,30.28189447,6.786105346,727.4496289,3.374770457,Silt,Maize,Fruiting,61.94100429,0,0
16.09227018,18.12964481,79.75720796,5.860195284,10.11863309,174.9007596,0.180810922,Sandy,Wheat,Flowering,73.21757753,2,1
10.93224613,32.13913218,82.73873402,16.86032878,3.238460133,876.663661,4.003298684,Clay,Wheat,Fruiting,67.06827506,5,0
24.48804419,25.75764737,64.30634112,7.142098241,13.16204436,532.5039468,5.498769212,Clay,Tomato,Flowering,98.61799324,2,0
37.7654171,20.01311817,61.04678111,34.60368235,19.95498778,161.8785158,6.195825928,Sandy,Rice,Flowering,22.44388095,6,0
29.36104288,27.28986367,55.82564462,10.31260569,9.03478952,594.7455296,6.634903451,Sandy,Soybean,Flowering,48.6763308,8,0
24.95214095,16.60522343,49.01679527,19.59296866,7.094571135,475.4478511,8.362913131,Loamy,Maize,Flowering,48.2347663,2,0
8.401177282,29.54928505,56.07575765,44.78373888,8.014083337,889.9744644,2.154629073,Sandy,Soybean,Fruiting,47.53478833,0,0
26.52525293,21.72483511,76.43277934,10.21581917,2.302923568,283.5951432,1.204818224,Loamy,Tomato,Vegetative,69.74185528,9,0
39.65188475,34.93897752,66.11540586,25.3902532,17.66547203,843.8181485,8.515371719,Sandy,Maize,Fruiting,54.08452545,5,0
9.902940533,22.75904897,83.5513974,20.96358306,8.29651311,601.9198221,1.566128149,Sandy,Tomato,Flowering,56.56893038,0,0
23.14153783,26.38050373,56.60280086,0.906202052,7.745488228,149.1492729,9.747600813,Silt,Tomato,Fruiting,48.91203929,0,0
35.70805752,15.2905135,66.42537472,39.63790568,13.19380546,974.6607712,8.425382294,Sandy,Wheat,Fruiting,99.25295149,7,0
30.92690162,16.81117219,67.87845319,3.452295316,8.840668419,561.3537197,5.008766059,Sandy,Soybean,Fruiting,93.48052139,8,0
29.39555093,24.81233891,65.50182974,23.71275105,12.96466938,361.7891688,9.814214249,Loamy,Soybean,Flowering,37.69517704,1,0
29.58694294,26.99847087,72.15802639,28.03391475,1.228925803,522.4661578,0.973767291,Loamy,Wheat,Fruiting,20.04345323,8,0
17.58219029,30.0005137,44.2460081,31.42132283,16.27446687,872.0720052,3.030657612,Silt,Soybean,Germination,85.57882516,4,0
15.27571455,22.29156447,60.74182665,34.43158147,18.81007906,374.4128119,6.38224415,Sandy,Wheat,Flowering,99.74532263,7,0
33.32764044,32.37454715,36.25348817,12.66361918,12.97530772,273.4087568,3.500068685,Sandy,Maize,Fruiting,36.33480046,6,0
33.35396881,36.50305993,53.07067966,0.498938833,19.09131858,216.1641222,9.28372552,Loamy,Tomato,Germination,42.20064333,6,0
35.34753115,34.49627472,59.26002412,36.17218312,3.028646287,368.0734586,0.656260882,Clay,Tomato,Fruiting,94.74698633,3,0
36.96341934,15.99047063,69.13345557,26.78282997,9.54832379,802.0432783,5.494118321,Clay,Soybean,Vegetative,74.00165662,1,0
22.89698396,27.01267368,87.03186316,41.80588516,12.03613468,524.4637287,5.908662674,Clay,Rice,Fruiting,36.60744986,4,0
22.55307031,17.62325446,66.03906399,41.06941815,11.63473295,304.7334433,6.527281238,Loamy,Tomato,Fruiting,62.29418422,2,0
32.94033126,21.0511254,74.61563497,42.16630839,8.029235582,249.5664996,2.556662233,Loamy,Wheat,Vegetative,94.98066214,8,0
27.74873758,39.66656483,60.37596357,24.254733,6.761688187,399.4565289,3.645664275,Clay,Rice,Flowering,83.06317963,5,0
29.5688407,18.56238857,68.04624188,16.68141979,2.536480451,945.9319356,8.436805297,Clay,Rice,Vegetative,76.76494424,0,0
32.85274343,27.47220384,34.25593297,39.57791013,7.834849011,408.7240413,1.94942769,Sandy,Tomato,Flowering,76.32966806,2,0
36.15018696,30.45389336,45.26349485,22.56470565,3.253216302,989.3116684,8.268678472,Loamy,Tomato,Vegetative,26.02182919,3,0
16.82983049,32.56162426,51.71118559,9.17210982,14.68731353,536.7074102,5.626554229,Loamy,Tomato,Fruiting,84.22131153,8,1
18.14540334,28.99121709,58.3496013,42.74870098,4.17661871,261.2475265,7.621875112,Clay,Wheat,Fruiting,34.85067692,5,0
8.289367894,15.24427119,32.73892473,44.12799384,1.171306106,902.0260826,7.136073663,Clay,Rice,Flowering,93.73299921,3,0
25.23980493,23.16153271,38.40144585,23.31548781,11.04732276,514.3198358,2.075114954,Silt,Soybean,Flowering,42.81759919,0,0
6.257979583,27.94279108,46.60885847,3.784986365,11.90459465,738.7042092,5.688127364,Loamy,Wheat,Germination,87.18943573,7,1
21.29593063,17.19666248,88.29196145,19.3913045,17.43826123,985.3404249,8.677231528,Silt,Maize,Germination,33.96101451,1,0
23.99256221,23.76567328,49.88082043,40.17688297,11.53963225,145.1578153,4.321162368,Sandy,Tomato,Fruiting,56.30742429,7,0
15.02894382,15.83007772,58.92246349,45.08870143,6.909617074,187.0251038,9.665907702,Silt,Rice,Fruiting,19.61967659,5,0
25.67916412,16.96446243,41.76586276,10.17363712,16.06023763,748.4110673,4.522151001,Clay,Wheat,Germination,69.41070127,7,0
6.067508748,24.92308191,66.64680426,3.348680601,10.80557786,353.642503,1.427856367,Loamy,Maize,Germination,85.24713477,5,1
6.307186606,18.31789385,46.84099293,43.86752266,1.585605693,265.8712573,3.894346801,Loamy,Wheat,Flowering,74.66025532,4,0
33.79101962,29.18852121,42.41955471,19.47024695,11.31701121,135.4256918,9.517024064,Silt,Wheat,Vegetative,57.09326616,4,0
17.60667245,32.23662423,60.99435771,27.08804821,18.16037091,119.6620408,3.197208493,Silt,Soybean,Flowering,14.06042907,9,0
9.447117943,35.01466748,30.33034795,48.4032906,7.92625251,797.0370428,8.680981599,Sandy,Soybean,Germination,94.00969065,9,0
23.2785141,20.00375611,30.45984196,3.328236396,5.926516038,220.9900846,8.812506817,Sandy,Wheat,Fruiting,73.49405937,7,0
31.94977436,19.18706456,43.14412855,32.41590037,2.86938914,520.9485544,3.501865243,Clay,Maize,Germination,77.12778145,6,0
12.55373596,17.61419601,32.20328175,3.705271129,3.028910439,645.3071337,0.832576581,Clay,Rice,Fruiting,81.5212518,7,1
26.80116665,30.91075624,36.48154525,18.77344642,8.655429687,485.5166205,7.245579092,Clay,Rice,Fruiting,77.29690833,7,0
7.987161275,32.66189316,50.33163896,40.19072726,11.91359648,124.3959871,3.11512299,Silt,Tomato,Fruiting,49.70045477,6,0
6.808860241,15.78965362,78.15514077,21.67361164,1.612308103,805.1513523,7.829236143,Silt,Tomato,Fruiting,76.02596464,1,0
23.5974121,38.40530616,64.3229186,49.8591177,18.79137178,109.4619021,4.426548483,Loamy,Rice,Vegetative,66.2524109,8,0
23.92222926,16.29928209,60.76006356,27.95296425,15.10267235,785.7009049,4.852667423,Clay,Wheat,Germination,86.86147003,6,0
27.31004655,28.53240838,47.60932939,16.05810763,11.73247837,903.9740444,7.779094067,Silt,Wheat,Flowering,82.22138338,5,0
30.41319668,32.72651299,85.90522317,11.0055663,16.56877342,489.555929,3.823633311,Loamy,Soybean,Fruiting,13.72369442,8,0
39.15482278,36.77422809,53.82090247,17.52602671,1.603735136,581.9882258,4.431273453,Clay,Soybean,Fruiting,44.09983813,0,0
23.07051219,32.8521733,35.22556601,18.62666369,9.536777555,529.2850534,3.761904688,Sandy,Tomato,Flowering,13.1244537,1,0
16.30347655,35.04320208,67.02399097,3.435683886,12.60186254,450.2877568,3.673405153,Sandy,Rice,Flowering,19.18674323,0,1
32.83151682,23.48625481,36.83030361,18.47870997,16.57305812,898.6820818,5.259465769,Silt,Wheat,Fruiting,64.12696498,9,0
14.47912879,35.37062784,50.71338857,23.21192599,15.6693912,904.5401596,8.087994445,Loamy,Rice,Flowering,88.6439639,2,0
20.36399972,17.00287116,60.44471632,36.13688761,5.541384994,402.2347282,3.617683119,Sandy,Maize,Flowering,20.78422828,4,0
7.745973347,37.3704164,82.45335148,32.83647424,18.81760339,653.5627786,5.242547205,Loamy,Rice,Vegetative,50.59803587,0,0
5.88727602,28.6898094,59.61279482,35.43828276,2.486916829,934.2168059,6.707273254,Loamy,Maize,Flowering,91.97910143,3,0
38.69269451,35.43244425,72.13552596,0.418184094,17.50267237,965.852649,2.694394463,Sandy,Soybean,Germination,83.28708853,7,0
34.25930422,26.30795711,89.56901034,10.88336998,19.41880499,558.0631364,2.775228049,Loamy,Soybean,Germination,56.77011068,5,0
29.35909721,31.08944238,37.88934719,33.08421442,3.543070464,507.5423248,9.33413127,Sandy,Tomato,Germination,79.44142954,0,0
19.31335305,28.16006652,46.48389153,24.19946841,14.44132128,350.8248843,7.235345733,Silt,Rice,Fruiting,57.04243966,0,0
11.0653012,33.28973804,53.67456454,0.265673783,0.805710376,962.9846859,5.771866762,Clay,Rice,Germination,24.22831036,2,1
10.47529649,17.04074955,55.30969071,40.22473212,8.108456503,228.532874,6.477200544,Clay,Maize,Vegetative,21.22625019,9,0
13.75850144,16.5088021,54.66126452,38.64047866,10.32566598,621.8466184,0.292994431,Silt,Soybean,Germination,26.95314089,7,0
24.22293326,21.17758085,84.45666015,27.42095815,11.61290452,354.2952408,6.181029656,Sandy,Maize,Fruiting,41.58298855,7,0
30.01085729,18.988617,72.84195867,3.323166289,18.71874496,351.1074613,5.095088732,Sandy,Soybean,Vegetative,93.74763409,2,0
28.10690819,36.79458916,66.47431285,38.32575248,13.44501375,464.4717286,5.457496798,Sandy,Maize,Germination,81.97105723,6,0
14.79768639,20.48034968,48.56236307,29.18567939,9.625559024,998.9136422,3.594238268,Sandy,Soybean,Vegetative,48.95214051,2,0
38.42028482,39.3966314,79.42742305,39.09799886,16.19350073,149.4696762,0.814738977,Silt,Maize,Vegetative,54.37690388,3,0
30.82639208,23.42239479,87.30363069,37.58734962,19.01065642,620.6876364,1.933392336,Clay,Soybean,Fruiting,33.90485119,8,0
24.40239184,19.55294789,79.27189695,40.1501036,0.441322974,174.3149422,9.507447132,Loamy,Maize,Fruiting,73.39176608,3,0
26.41022612,34.74246268,30.09390631,25.90040332,19.65042545,239.068747,4.086995623,Loamy,Rice,Vegetative,82.24891043,2,0
19.68600218,31.46769439,68.18408221,7.01622591,1.722642781,495.6066476,4.666831558,Clay,Tomato,Germination,31.50142261,4,1
13.67058463,27.45489291,33.06812289,33.55787367,16.28773559,559.4141182,0.527097899,Silt,Maize,Fruiting,13.76394614,6,0
17.45904375,28.88408877,45.45643322,31.02368925,5.606695051,332.9131675,0.375662295,Loamy,Tomato,Vegetative,66.15000488,4,0
31.52461387,32.98004446,33.57148202,37.11265936,2.643593155,384.8114178,7.17181447,Clay,Rice,Flowering,60.62609072,3,0
5.503772102,20.71136853,66.22772718,8.494050303,8.797112794,178.2703182,5.380946641,Silt,Rice,Flowering,46.19180395,7,1
9.062542418,39.9083479,71.19539481,9.748759995,12.87913159,372.8978055,5.087059842,Loamy,Soybean,Fruiting,67.95045476,3,1
6.610092471,39.36982905,36.86925828,44.52047586,7.6190369,969.9025954,2.431245304,Sandy,Tomato,Germination,59.55519682,1,0
6.425508081,31.25814216,53.03033298,37.49888992,1.091308166,950.2366435,7.447507316,Sandy,Wheat,Flowering,32.55234189,9,0
34.94112044,19.98856127,57.37419054,45.41142444,11.98922279,401.3904611,1.682365791,Silt,Soybean,Flowering,45.79560781,5,0
29.62802508,32.00570606,52.14318131,37.93576606,18.04806552,613.7685427,1.899347437,Sandy,Tomato,Flowering,48.53022128,1,0
21.59608402,16.80496022,37.26150003,29.8577653,7.664307319,918.635852,4.607121713,Silt,Maize,Germination,89.2223195,2,0
8.424195623,15.76631256,55.13686741,32.70663685,4.326655553,105.5654404,2.862798621,Clay,Maize,Germination,96.48137387,0,0
22.20655563,21.44207221,75.07068287,44.4563962,8.851546919,829.6152133,2.474629812,Clay,Rice,Fruiting,90.37012262,4,0
21.57151198,26.56557392,34.26045987,28.94033773,0.967254221,953.5325975,6.452376446,Loamy,Wheat,Fruiting,74.72602216,8,0
11.06206545,36.70681264,34.81080084,31.61956622,16.40975169,182.1931609,6.509717452,Silt,Maize,Flowering,62.64934602,1,0
20.18480772,33.17922674,51.28627751,7.8238358,16.52681622,245.3029174,8.245170698,Loamy,Tomato,Germination,72.03354719,6,0
18.9476657,33.56766303,86.5035427,23.69606101,11.76000927,964.6716725,4.17708567,Loamy,Tomato,Vegetative,94.51982987,4,0
26.55475343,25.63733336,70.1143588,35.8198556,7.062057779,583.7861293,0.73085091,Clay,Maize,Flowering,32.49988617,1,0
27.22827778,23.64837481,70.7201974,13.54713492,15.99566729,112.776971,2.736663849,Loamy,Tomato,Fruiting,58.16084569,7,0
6.585640342,24.27596907,51.71519945,10.11270903,11.0937405,331.8687989,9.800054632,Sandy,Tomato,Germination,72.06472171,5,0
18.11144151,39.69123909,65.61964747,15.69134041,16.51864617,504.9493068,5.962585752,Loamy,Rice,Fruiting,71.13223012,3,0
26.90509705,16.00272979,30.60787104,12.0750314,12.62917585,723.6180199,7.097370848,Silt,Wheat,Fruiting,32.70510636,3,0
22.60976905,36.6757874,68.16576278,10.74563185,15.68810946,759.8443403,0.073578296,Sandy,Rice,Germination,62.80583747,1,0
34.97714444,29.46688521,84.79721685,21.24254214,11.97125986,995.8793616,5.182057322,Clay,Wheat,Flowering,81.63218282,2,0
28.05427711,25.96538548,66.7544081,45.39192569,8.282821364,358.7600794,0.375286575,Silt,Tomato,Germination,52.7571082,6,0
10.70270495,33.13144151,82.42191561,25.35298234,19.1589172,584.3980917,5.692302121,Sandy,Wheat,Flowering,81.3968269,2,0
7.469906159,27.16672354,73.43838333,9.396019041,10.8222765,579.9911931,9.207708496,Silt,Tomato,Fruiting,42.3894338,4,1
27.48467474,36.83558095,37.23350498,3.848583469,12.10179037,465.0807335,9.684191305,Sandy,Tomato,Germination,94.48841144,9,0
5.927895869,37.5175466,84.14719844,34.80780726,4.409752788,252.2457045,5.405526754,Silt,Rice,Vegetative,58.05355964,5,0
25.50214534,25.54302317,33.98663066,19.13993822,12.51301579,979.7109069,4.582048053,Silt,Rice,Flowering,63.63531557,5,0
37.90805845,21.92069493,62.03804835,41.09154733,11.43215299,867.985468,9.450170942,Sandy,Soybean,Vegetative,12.82254119,3,0
25.14159623,29.80875821,38.52822743,32.97553843,3.696767959,548.4997255,6.73609832,Clay,Maize,Flowering,25.32422234,5,0
18.58594742,37.80908364,30.70239664,39.81207253,1.191741947,642.9208804,0.648992795,Clay,Soybean,Germination,66.96404924,2,0
27.51508765,20.26655473,55.32205561,13.59730197,12.08718639,304.5349482,4.657255777,Silt,Soybean,Vegetative,47.78833346,6,0
21.03885117,30.57416459,47.70244246,34.61794612,15.27384539,589.4083634,2.402450185,Silt,Wheat,Germination,55.73474114,6,0
24.09658763,30.7890055,59.16002963,13.20309923,10.46802742,725.4731198,4.698043214,Clay,Tomato,Flowering,15.66742679,3,0
37.95126831,33.32782556,64.6319932,46.95342397,4.535452506,563.6503255,4.55465572,Clay,Tomato,Flowering,85.07217146,1,0
18.51359232,18.28919213,32.62434434,31.81871408,13.33043953,991.2566535,5.821448028,Loamy,Tomato,Flowering,80.60550421,6,0
38.64166973,32.89562412,37.38019771,16.22559001,1.602114532,650.2074906,3.567704903,Clay,Maize,Flowering,26.68185781,2,0
36.68727247,37.72581302,63.51854379,13.47559311,8.836674096,433.8763413,1.642704495,Silt,Wheat,Fruiting,67.08964215,0,0
11.85268972,19.49207772,50.59004119,9.546329254,3.267335168,794.9368249,5.037194346,Sandy,Wheat,Flowering,83.64836905,1,1
7.427645531,20.93858312,73.75040925,34.73204794,3.689181021,253.4162604,8.302028843,Clay,Tomato,Vegetative,67.67687228,9,0
8.527230048,39.28487735,69.13749892,10.93578065,4.045878983,446.0642323,6.640122281,Loamy,Soybean,Flowering,37.93582858,8,0
5.637763898,19.52442382,80.73626178,29.7651633,7.734141141,412.2630553,3.383678659,Loamy,Maize,Germination,69.05000354,7,0
8.305503626,36.35962733,71.5495696,13.23175135,1.023004112,488.6263856,9.355230228,Loamy,Soybean,Fruiting,28.94155729,5,0
28.90523707,27.30694641,55.79586464,33.09844724,7.955868819,803.6018433,9.122075712,Sandy,Rice,Vegetative,38.64294976,5,0
7.491602696,21.18077686,70.37799734,40.74698643,10.23414894,535.7557289,2.093483994,Clay,Wheat,Fruiting,31.60626878,0,0
16.16414706,36.76874753,46.52287046,38.90126216,9.665885699,814.6130052,0.394175851,Clay,Wheat,Fruiting,60.12325922,1,0
34.57063588,26.13263138,48.37880993,38.04256655,7.655682008,618.8400128,7.413087084,Clay,Soybean,Fruiting,19.74039821,3,0
5.814517751,27.87043385,77.3391096,9.386120285,16.78293216,407.8624912,8.276102613,Sandy,Maize,Germination,93.99793423,2,1
33.50639689,23.98083423,56.78517098,4.419247349,2.906533848,828.9808693,9.67864566,Sandy,Wheat,Fruiting,40.01611183,0,0
14.86491712,29.82377129,77.90282043,34.94744142,10.11393488,314.4607035,8.898363941,Silt,Soybean,Fruiting,29.70731144,7,0
9.135768967,19.08809681,79.34534242,18.41736069,1.240828339,301.9446818,6.005347682,Loamy,Maize,Flowering,54.68948322,6,0
29.38580079,24.77703842,81.45374026,21.61731132,1.423113578,554.0526316,5.300523392,Loamy,Soybean,Germination,34.92980366,3,0
27.01299964,39.23530806,84.99811415,1.55745464,11.47731699,334.7643214,0.278410513,Clay,Maize,Vegetative,58.14136777,8,0
35.71152047,21.45333582,55.85911323,12.97882246,11.3203685,108.1783315,2.466564468,Sandy,Tomato,Vegetative,41.36582348,3,0
30.72748653,31.41841661,49.1320091,1.683820194,17.56067026,683.4677746,4.596147517,Sandy,Maize,Vegetative,21.88601297,0,0
33.12183256,23.12975161,64.9319248,43.95928863,11.15747351,559.9844393,6.285039001,Clay,Rice,Germination,33.93057178,9,0
14.87121004,34.33682814,52.27034541,12.16983416,19.19582041,500.966033,5.572518333,Clay,Tomato,Vegetative,49.45958605,0,0
11.21038403,18.27184152,66.06445001,27.86685848,0.973896968,970.2716632,7.426359897,Silt,Soybean,Germination,12.72639038,0,0
31.27151631,39.24552613,72.33515176,1.948966033,1.960153696,614.0792656,2.797669309,Loamy,Tomato,Flowering,79.35782743,0,0
33.23921587,26.34473853,71.30430111,33.34236957,0.881317231,877.08842,5.649526077,Loamy,Tomato,Flowering,65.96421081,3,0
39.66767997,20.90126158,52.47317322,16.15136729,3.705537007,225.5052126,0.881422434,Loamy,Soybean,Germination,64.12236466,0,0
19.44161869,16.83741868,40.0116121,44.89595935,10.82540222,612.2858168,4.136655236,Silt,Soybean,Vegetative,59.14449387,1,0
18.020633,19.24394763,55.83176031,44.40590945,12.91144363,881.1816641,7.50160833,Clay,Rice,Germination,63.12818551,3,0
32.17445363,27.99434871,38.55564864,16.26453092,0.911703159,624.7951816,6.934008534,Clay,Soybean,Germination,94.11867574,6,0
16.92812391,23.42507941,83.40582211,45.04804478,18.9194178,746.2127603,9.906427372,Loamy,Wheat,Fruiting,10.77122897,1,0
37.5765064,35.72208415,50.75264764,49.80788367,16.84330753,434.839211,2.77891126,Loamy,Wheat,Germination,14.30197387,7,0
35.04444631,25.77218809,39.26758483,41.27078321,5.932249643,183.2045653,4.981892992,Silt,Rice,Fruiting,27.23440689,6,0
20.01479096,21.21785681,31.52686559,42.24356739,1.543750605,512.1102656,3.295304138,Sandy,Maize,Flowering,25.0571242,8,0
31.28048737,30.42862467,68.74934318,12.45043681,3.397741464,455.0314518,4.406031141,Sandy,Maize,Fruiting,26.30750135,5,0
31.40900059,32.66943042,68.21413905,28.83511994,2.538888275,880.3541641,8.569501299,Loamy,Wheat,Germination,70.47494973,3,0
8.609335409,19.1760477,50.43624999,3.362795698,2.465675586,319.5957721,6.842090752,Silt,Soybean,Flowering,51.35349709,5,1
36.58935173,19.19048041,34.30271333,4.745896841,10.37123377,970.0608048,8.824411913,Loamy,Rice,Fruiting,99.26009905,3,0
22.68383304,15.91678567,54.57773369,49.9446306,4.91694885,962.3243078,2.035111083,Sandy,Maize,Germination,30.41973233,6,0
33.92601131,33.41005038,48.6730497,16.33196247,7.162794331,322.8684788,8.733611178,Loamy,Maize,Flowering,37.97470909,8,0
16.20173604,31.59511319,70.62723838,37.4091956,19.79010667,413.2467599,0.597622742,Sandy,Tomato,Fruiting,98.58166451,2,0
36.343313,26.86577189,66.34675497,40.33325265,13.68628498,906.0001668,8.885992804,Sandy,Wheat,Germination,84.85823267,2,0
18.62205876,36.10426122,51.87562369,42.90116355,18.97961334,969.9599988,3.290737795,Sandy,Soybean,Germination,52.28192986,1,0
5.379317802,35.14175382,43.07355326,49.88141487,2.851131101,499.0951926,3.145876334,Clay,Rice,Vegetative,59.9137197,0,0
36.68836917,29.63385911,89.28215797,12.07482426,7.642789497,388.8973411,5.120885767,Clay,Maize,Vegetative,85.88601286,0,0
8.195033688,36.70678201,57.24009727,2.017541343,11.09463607,573.4846119,9.406901877,Loamy,Tomato,Fruiting,53.28822214,2,1
16.17597732,20.14603025,71.29645415,20.5595759,1.535161238,718.9922857,0.477813647,Sandy,Wheat,Fruiting,28.54213512,6,0
38.25216885,17.79799048,38.43317805,6.504033491,0.083748873,346.1270638,3.522309751,Clay,Wheat,Fruiting,84.56000847,8,0
38.27125014,21.74374029,59.13538198,1.121294458,13.40868668,762.8258572,8.565719887,Loamy,Rice,Germination,58.39952421,1,0
25.07032608,16.4271714,31.65220319,18.02134136,12.83639034,146.4916214,3.960544774,Loamy,Maize,Fruiting,23.77383374,6,0
27.11430243,28.2792382,60.32730707,39.18691255,8.2157762,144.3650435,1.991568976,Loamy,Rice,Germination,55.50272481,0,0
20.69559327,38.41514231,87.84104443,28.30903456,9.792881521,447.6589346,4.247941813,Loamy,Rice,Fruiting,47.18830425,1,0
15.26237701,15.98358852,53.05240278,15.63889946,8.308860012,418.1258729,3.855525015,Loamy,Tomato,Germination,88.91582787,5,0
